,Tweets,id,lens,date,place,coordinates,lang,source,likes,retweets
1480,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1390006180706234368,137,2021-05-05 18:11:13,,,hi,Twitter for Android,0,837
1481,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1390004760363732993,137,2021-05-05 18:05:34,,,hi,Twitter Web App,0,837
1482,"b'Congratulations TMCP for third term.... Khela suru...\n#loot, #murder, #rape...\n\n#MamataOfficial #ABPnews'",1390003526944706561,104,2021-05-05 18:00:40,,,en,Twitter Web App,0,0
1483,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1390003496087216132,137,2021-05-05 18:00:33,,,hi,Twitter for Android,0,837
1484,b'RT @rowdybharty: #MamtaBanerjee #KhelaHobe \n#ModiSarkarHiSystemHai #rape \n\n#politics https://t.co/PL86ojGGKF',1390002937452183556,108,2021-05-05 17:58:19,,,und,Twitter Web App,0,3
1485,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1390002887095250948,137,2021-05-05 17:58:07,,,hi,Twitter for Android,0,837
1486,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1390001457030602752,137,2021-05-05 17:52:26,,,hi,Twitter for Android,0,837
1487,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1389998797195993091,144,2021-05-05 17:41:52,,,en,Twitter for iPhone,0,192
1488,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1389998706145959940,144,2021-05-05 17:41:31,,,en,Twitter Web App,0,192
1489,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1389998484405772290,144,2021-05-05 17:40:38,,,en,Twitter Web App,0,192
1490,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1389998255757352964,144,2021-05-05 17:39:43,,,en,Twitter Web App,0,192
1491,"b'Vast majority of #convicted #serialKillers within the #supposedUnitedStates have been #trained to perfect their #skills at #kidnapping, #rape, #torture, and #murder by the #USMilitary. #thank your #local #serialRapist for claiming to protect your #freedumbs. https://t.co/FkZRnmEwQa https://t.co/CqDCpE7ALj'",1389998105177858056,306,2021-05-05 17:39:07,,,en,Twitter Web App,0,0
1492,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1389997679694868480,137,2021-05-05 17:37:26,,,hi,Twitter for Android,0,837
1493,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1389997596974874628,137,2021-05-05 17:37:06,,,hi,Twitter for Android,0,837
1494,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1389997249736761346,137,2021-05-05 17:35:43,,,hi,Twitter Web App,0,837
1495,"b'RT @TruckerDesiree: Dear Journalists &amp; Television News Personalities,  if you are doing a story on #trucking with ATA commenting on the myt\xe2\x80\xa6'",1389996599011536896,144,2021-05-05 17:33:08,,,en,Twitter for iPhone,0,2
1496,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1389995993735725057,137,2021-05-05 17:30:44,,,hi,Twitter for Android,0,837
1497,b'RT @DOpolitics_in: \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa4\xaa\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa5\x81\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xa3\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb8 (\xe0\xa4\xac\xe0\xa4\xa6\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x81\xe0\xa4\x86 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xae) \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xa5 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa4\xad\xe0\xa4\xb0 \xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\xac\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xbe\xe0\xa4\xa6 \xe0\xa4\xac\xe0\xa5\x87\xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xb6\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\x89\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x81\xe0\xa4\xb9\xe2\x80\xa6',1389995985485516802,137,2021-05-05 17:30:42,,,hi,Twitter for Android,0,837
1498,"b'Dear Journalists &amp; Television News Personalities,  if you are doing a story on #trucking with ATA commenting on the mythical truck driver shortage without mentioning 1st year turnover, Unsafe training,  &amp;  #rape problem ... your piece is complete garbage to actual #TruckDrivers'",1389995730807500813,286,2021-05-05 17:29:41,,,en,Twitter for Android,7,2
1499,"b'RT @BombshellDAILY: REPUBLICAN BRUTALLY RAPES HIS INTERN\nIdaho Lawmaker Von Ehlinger raped his office intern, &amp; then released her name, unl\xe2\x80\xa6'",1389995682132529160,144,2021-05-05 17:29:30,,,en,Twitter Web App,0,192
